db/ipc-handlers.test.mjs	real_hf_specialty_stays_in_hf	0.71
db/schema-migrate-v11-helpers.mjs	bug_fix_belongs_in_core	0.33
db/schema-migrate-v15-v17.mjs	real_hf_specialty_stays_in_hf	0.88
db/schema-primitives.mjs	real_hf_specialty_stays_in_hf	0.28
db/schema-v21-clinical-sala-check.test.mjs	real_hf_specialty_stays_in_hf	0.38
db/schema-v22-user-activity-log.test.mjs	real_hf_specialty_stays_in_hf	0.26
db/schema.mjs	real_hf_specialty_stays_in_hf	0.77
db/schema.test.mjs	real_hf_specialty_stays_in_hf	0.79
doc-export-service.js	real_hf_specialty_stays_in_hf	0.93
doc-generators/listado-table-body.js	real_hf_specialty_stays_in_hf	0.41
doc-generators/listado.js	real_hf_specialty_stays_in_hf	0.35
drive-import/drive-import-hc-edit.mjs	real_hf_specialty_stays_in_hf	0.24
drive-import/drive-import-review-apply.mjs	real_hf_specialty_stays_in_hf	0.20
drive-import/drive-import-review-build.mjs	real_hf_specialty_stays_in_hf	0.35
drive-import/drive-import-review.mjs	real_hf_specialty_stays_in_hf	0.38
drive-import/drive-import-review.test.mjs	real_hf_specialty_stays_in_hf	0.27
drive-import/format-drive-import-preview-sections.mjs	real_hf_specialty_stays_in_hf	0.51
drive-import/format-drive-import-preview.mjs	real_hf_specialty_stays_in_hf	0.41
drive-import/parse-drive-document.mjs	real_hf_specialty_stays_in_hf	0.39
drive-import/parse-drive-document.test.mjs	real_hf_specialty_stays_in_hf	0.32
entrega/entrega-chip-markers.mjs	real_hf_specialty_stays_in_hf	0.29
entrega/entrega-chip-markers.test.mjs	real_hf_specialty_stays_in_hf	0.20
entrega/entrega-handoff-context.mjs	real_hf_specialty_stays_in_hf	0.37
entrega/entrega-handoff-context.test.mjs	real_hf_specialty_stays_in_hf	0.46
entrega/entrega-pendientes.mjs	real_hf_specialty_stays_in_hf	0.40
entrega/entrega-pendientes.test.mjs	real_hf_specialty_stays_in_hf	0.34
lab-repo/fetch-run.mjs	real_hf_specialty_stays_in_hf	0.27
lab-repo/fetch-run.test.mjs	real_hf_specialty_stays_in_hf	0.24
lab-repo/lab-repo-fetch.mjs	real_hf_specialty_stays_in_hf	0.56
update-feed.test.mjs	real_hf_specialty_stays_in_hf	0.31
